name,class,center_x,center_y,width,height
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.6e3358605c2734735af18f31e571692c,4.0,0.5419921875,0.6639941690962099,0.056640625,0.119533527696793
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.6e3358605c2734735af18f31e571692c,4.0,0.58984375,0.35058309037900875,0.048828125,0.11370262390670553
040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.6e3358605c2734735af18f31e571692c,4.0,0.60693359375,0.5393586005830904,0.05615234375,0.12463556851311954
389b4c47568c78c44df11dbb1377ffea_jpg.rf.cf94bc4ad387c2217d8cdf5402adcc1b,1.0,0.43994140625,0.2434402332361516,0.04638671875,0.13338192419825073
0cf670506bf9e0fe587647cd62caa232_jpg.rf.411e40b679800ecff1e2c440035e3722,2.0,0.447265625,0.5204081632653061,0.0634765625,0.18950437317784258
ea799d77875c399618c45cd9409f34ee_jpg.rf.077cbf5dc80bdc0bf0f59ddd6ce6f69e,10.0,0.4375,0.2565597667638484,0.0439453125,0.10058309037900874
c0d68e012bb93c14bc333fc1d5e52621_jpg.rf.47fcf95dac60ca78902fc86cca7eab28,6.0,0.55322265625,0.7806122448979592,0.06494140625,0.141399416909621
c0d68e012bb93c14bc333fc1d5e52621_jpg.rf.47fcf95dac60ca78902fc86cca7eab28,2.0,0.62451171875,0.5116618075801749,0.076171875,0.1967930029154519
c0d68e012bb93c14bc333fc1d5e52621_jpg.rf.47fcf95dac60ca78902fc86cca7eab28,5.0,0.5927734375,0.3294460641399417,0.0703125,0.18513119533527697
c0d68e012bb93c14bc333fc1d5e52621_jpg.rf.47fcf95dac60ca78902fc86cca7eab28,4.0,0.50927734375,0.33309037900874633,0.05517578125,0.10714285714285714
c0d68e012bb93c14bc333fc1d5e52621_jpg.rf.47fcf95dac60ca78902fc86cca7eab28,8.0,0.34716796875,0.4096209912536443,0.07763671875,0.2018950437317784
c0d68e012bb93c14bc333fc1d5e52621_jpg.rf.47fcf95dac60ca78902fc86cca7eab28,10.0,0.2548828125,0.6683673469387755,0.06982421875,0.11443148688046648
c0d68e012bb93c14bc333fc1d5e52621_jpg.rf.47fcf95dac60ca78902fc86cca7eab28,10.0,0.4287109375,0.3396501457725947,0.0546875,0.10276967930029154
IMG_0295_JPG.rf.8abd802272b965c843eb1ecbc8df4abc,2.0,0.7763671875,0.31924198250728864,0.0888671875,0.21137026239067055
IMG_0295_JPG.rf.8abd802272b965c843eb1ecbc8df4abc,12.0,0.734375,0.16909620991253643,0.06494140625,0.1377551020408163
IMG_0295_JPG.rf.8abd802272b965c843eb1ecbc8df4abc,10.0,0.35693359375,0.5626822157434402,0.06494140625,0.119533527696793
IMG_0295_JPG.rf.8abd802272b965c843eb1ecbc8df4abc,8.0,0.166015625,0.4045189504373178,0.0927734375,0.2164723032069971
IMG_0295_JPG.rf.8abd802272b965c843eb1ecbc8df4abc,10.0,0.26025390625,0.34110787172011664,0.06103515625,0.11734693877551021
IMG_0295_JPG.rf.8abd802272b965c843eb1ecbc8df4abc,6.0,0.1884765625,0.14431486880466474,0.0673828125,0.13848396501457727
IMG_0295_JPG.rf.8abd802272b965c843eb1ecbc8df4abc,4.0,0.34521484375,0.43658892128279886,0.06298828125,0.11370262390670553
IMG_0295_JPG.rf.8abd802272b965c843eb1ecbc8df4abc,4.0,0.53857421875,0.6654518950437318,0.068359375,0.1348396501457726
IMG_0295_JPG.rf.8abd802272b965c843eb1ecbc8df4abc,4.0,0.5888671875,0.34402332361516036,0.0634765625,0.12026239067055394
1b4ccdf7d5ff45dc6c3885243bde5af2_jpg.rf.3ad9dc5fdd86856e5dc10e776f695818,8.0,0.34130859375,0.3053935860058309,0.0693359375,0.20116618075801748
1b4ccdf7d5ff45dc6c3885243bde5af2_jpg.rf.3ad9dc5fdd86856e5dc10e776f695818,10.0,0.25390625,0.6676384839650146,0.0673828125,0.1282798833819242
2ee0fd0963465ba29d8f27c6e605c55d_jpg.rf.416ed5a06f9bae303c04fb48287f167f,7.0,0.5546875,0.7893586005830904,0.056640625,0.13848396501457727
05de676d5078dc0a13796f3f627993ef_jpg.rf.0a8e65da4f29d2a28325d3f020988eaf,3.0,0.62939453125,0.5451895043731778,0.06005859375,0.13848396501457727
b5bcde459ca36f0d1f3c20e751336672_jpg.rf.0c6010e1e0afa0ff49d14eef51b5e6c8,8.0,0.1669921875,0.30029154518950435,0.08056640625,0.21064139941690962
b5bcde459ca36f0d1f3c20e751336672_jpg.rf.0c6010e1e0afa0ff49d14eef51b5e6c8,10.0,0.27587890625,0.17128279883381925,0.05859375,0.10714285714285714
b5bcde459ca36f0d1f3c20e751336672_jpg.rf.0c6010e1e0afa0ff49d14eef51b5e6c8,10.0,0.2607421875,0.34183673469387754,0.0615234375,0.11661807580174927
b5bcde459ca36f0d1f3c20e751336672_jpg.rf.0c6010e1e0afa0ff49d14eef51b5e6c8,12.0,0.4365234375,0.33309037900874633,0.060546875,0.1377551020408163
b5bcde459ca36f0d1f3c20e751336672_jpg.rf.0c6010e1e0afa0ff49d14eef51b5e6c8,7.0,0.44384765625,0.43440233236151604,0.0654296875,0.14795918367346939
b5bcde459ca36f0d1f3c20e751336672_jpg.rf.0c6010e1e0afa0ff49d14eef51b5e6c8,10.0,0.3564453125,0.5619533527696793,0.064453125,0.11880466472303207
b5bcde459ca36f0d1f3c20e751336672_jpg.rf.0c6010e1e0afa0ff49d14eef51b5e6c8,11.0,0.7734375,0.31559766763848396,0.07568359375,0.1814868804664723
b5bcde459ca36f0d1f3c20e751336672_jpg.rf.0c6010e1e0afa0ff49d14eef51b5e6c8,2.0,0.69384765625,0.30830903790087466,0.08154296875,0.2018950437317784
b5bcde459ca36f0d1f3c20e751336672_jpg.rf.0c6010e1e0afa0ff49d14eef51b5e6c8,6.0,0.271484375,0.07142857142857142,0.060546875,0.12536443148688048
b5bcde459ca36f0d1f3c20e751336672_jpg.rf.0c6010e1e0afa0ff49d14eef51b5e6c8,4.0,0.3466796875,0.4424198250728863,0.05517578125,0.11807580174927114
b5bcde459ca36f0d1f3c20e751336672_jpg.rf.0c6010e1e0afa0ff49d14eef51b5e6c8,4.0,0.5419921875,0.6639941690962099,0.0634765625,0.11880466472303207
b5bcde459ca36f0d1f3c20e751336672_jpg.rf.0c6010e1e0afa0ff49d14eef51b5e6c8,4.0,0.5888671875,0.34183673469387754,0.05224609375,0.11734693877551021
055b79dd8db4c43e1a23be6095aaf624_jpg.rf.67a8ff4aee8a2f00af03b3f98977c676,3.0,0.455078125,0.7981049562682215,0.06298828125,0.1326530612244898
ce54969567273b9b8a275812ff56e16c_jpg.rf.af61be71f696438c30dc9bd87d299bd6,5.0,0.60205078125,0.2893586005830904,0.076171875,0.17857142857142858
ce54969567273b9b8a275812ff56e16c_jpg.rf.af61be71f696438c30dc9bd87d299bd6,3.0,0.44482421875,0.3965014577259475,0.07177734375,0.141399416909621
ce54969567273b9b8a275812ff56e16c_jpg.rf.af61be71f696438c30dc9bd87d299bd6,7.0,0.44091796875,0.5983965014577259,0.0693359375,0.15087463556851313
ce54969567273b9b8a275812ff56e16c_jpg.rf.af61be71f696438c30dc9bd87d299bd6,11.0,0.36279296875,0.2893586005830904,0.0673828125,0.17565597667638483
ce54969567273b9b8a275812ff56e16c_jpg.rf.af61be71f696438c30dc9bd87d299bd6,9.0,0.16650390625,0.5940233236151603,0.0751953125,0.16326530612244897
ce54969567273b9b8a275812ff56e16c_jpg.rf.af61be71f696438c30dc9bd87d299bd6,8.0,0.267578125,0.3673469387755102,0.0791015625,0.1967930029154519
ce54969567273b9b8a275812ff56e16c_jpg.rf.af61be71f696438c30dc9bd87d299bd6,12.0,0.2060546875,0.05575801749271137,0.0625,0.11151603498542274
ce54969567273b9b8a275812ff56e16c_jpg.rf.af61be71f696438c30dc9bd87d299bd6,12.0,0.2548828125,0.7412536443148688,0.08251953125,0.13994169096209913
ce54969567273b9b8a275812ff56e16c_jpg.rf.af61be71f696438c30dc9bd87d299bd6,10.0,0.26025390625,0.6115160349854227,0.06298828125,0.10787172011661808
ce54969567273b9b8a275812ff56e16c_jpg.rf.af61be71f696438c30dc9bd87d299bd6,10.0,0.28662109375,0.21501457725947523,0.05712890625,0.10568513119533528
ce54969567273b9b8a275812ff56e16c_jpg.rf.af61be71f696438c30dc9bd87d299bd6,10.0,0.28515625,0.0575801749271137,0.05712890625,0.10349854227405247
ce54969567273b9b8a275812ff56e16c_jpg.rf.af61be71f696438c30dc9bd87d299bd6,10.0,0.43896484375,0.30247813411078717,0.04638671875,0.10131195335276968
ce54969567273b9b8a275812ff56e16c_jpg.rf.af61be71f696438c30dc9bd87d299bd6,10.0,0.44921875,0.7346938775510204,0.06396484375,0.11734693877551021
ce54969567273b9b8a275812ff56e16c_jpg.rf.af61be71f696438c30dc9bd87d299bd6,4.0,0.51953125,0.06559766763848396,0.05419921875,0.10204081632653061
ce54969567273b9b8a275812ff56e16c_jpg.rf.af61be71f696438c30dc9bd87d299bd6,4.0,0.67919921875,0.2303206997084548,0.0546875,0.10860058309037901
ce54969567273b9b8a275812ff56e16c_jpg.rf.af61be71f696438c30dc9bd87d299bd6,4.0,0.66259765625,0.14285714285714285,0.05126953125,0.10204081632653061
ce54969567273b9b8a275812ff56e16c_jpg.rf.af61be71f696438c30dc9bd87d299bd6,4.0,0.51806640625,0.30029154518950435,0.0556640625,0.10568513119533528
ce54969567273b9b8a275812ff56e16c_jpg.rf.af61be71f696438c30dc9bd87d299bd6,4.0,0.62255859375,0.5043731778425656,0.05908203125,0.11734693877551021
ce54969567273b9b8a275812ff56e16c_jpg.rf.af61be71f696438c30dc9bd87d299bd6,4.0,0.6982421875,0.4045189504373178,0.052734375,0.11370262390670553
ce54969567273b9b8a275812ff56e16c_jpg.rf.af61be71f696438c30dc9bd87d299bd6,2.0,0.791015625,0.36661807580174927,0.0810546875,0.2055393586005831
ce54969567273b9b8a275812ff56e16c_jpg.rf.af61be71f696438c30dc9bd87d299bd6,6.0,0.8388671875,0.7332361516034985,0.0830078125,0.14358600583090378
6bb6f7cb96bf37230681d12ff7882f61_jpg.rf.f367c0f54253444f9c2f8f8968a1a47f,3.0,0.6328125,0.5422740524781341,0.06005859375,0.13411078717201166
48e115dcbf1b3a67ca47a75a92da3f33_jpg.rf.b7f219d6adc0b92d43dc62bd98ee752b,9.0,0.8515625,0.7776967930029155,0.0673828125,0.14431486880466474
c733616ab773817dd1a356dbbdf2ee33_jpg.rf.02fcb1d459e55b398bd4cc4edbd3bd10,9.0,0.52685546875,0.34110787172011664,0.05615234375,0.12317784256559766
8de03901c64a80070048ead3fb0d32bd_jpg.rf.d4cd4d7336cee96c7c01731c6f3b81cd,6.0,0.84814453125,0.7806122448979592,0.0771484375,0.13629737609329445
8de03901c64a80070048ead3fb0d32bd_jpg.rf.d4cd4d7336cee96c7c01731c6f3b81cd,2.0,0.7685546875,0.2981049562682216,0.07470703125,0.2033527696793003
8de03901c64a80070048ead3fb0d32bd_jpg.rf.d4cd4d7336cee96c7c01731c6f3b81cd,6.0,0.73291015625,0.08527696793002916,0.0546875,0.12099125364431487
8de03901c64a80070048ead3fb0d32bd_jpg.rf.d4cd4d7336cee96c7c01731c6f3b81cd,5.0,0.51806640625,0.4227405247813411,0.05908203125,0.17638483965014579
8de03901c64a80070048ead3fb0d32bd_jpg.rf.d4cd4d7336cee96c7c01731c6f3b81cd,3.0,0.63623046875,0.6552478134110787,0.0634765625,0.14868804664723032
8de03901c64a80070048ead3fb0d32bd_jpg.rf.d4cd4d7336cee96c7c01731c6f3b81cd,3.0,0.59619140625,0.33454810495626824,0.0546875,0.1377551020408163
8de03901c64a80070048ead3fb0d32bd_jpg.rf.d4cd4d7336cee96c7c01731c6f3b81cd,4.0,0.74267578125,0.782069970845481,0.056640625,0.11734693877551021
8de03901c64a80070048ead3fb0d32bd_jpg.rf.d4cd4d7336cee96c7c01731c6f3b81cd,4.0,0.60595703125,0.5371720116618076,0.05078125,0.10422740524781342
8de03901c64a80070048ead3fb0d32bd_jpg.rf.d4cd4d7336cee96c7c01731c6f3b81cd,4.0,0.5419921875,0.6647230320699709,0.052734375,0.10932944606413994
8de03901c64a80070048ead3fb0d32bd_jpg.rf.d4cd4d7336cee96c7c01731c6f3b81cd,4.0,0.6845703125,0.3454810495626822,0.0498046875,0.10641399416909621
8de03901c64a80070048ead3fb0d32bd_jpg.rf.d4cd4d7336cee96c7c01731c6f3b81cd,4.0,0.513671875,0.26457725947521865,0.05224609375,0.10714285714285714
8de03901c64a80070048ead3fb0d32bd_jpg.rf.d4cd4d7336cee96c7c01731c6f3b81cd,4.0,0.57568359375,0.17346938775510204,0.05078125,0.10495626822157435
8de03901c64a80070048ead3fb0d32bd_jpg.rf.d4cd4d7336cee96c7c01731c6f3b81cd,1.0,0.65185546875,0.0794460641399417,0.05224609375,0.13702623906705538
8de03901c64a80070048ead3fb0d32bd_jpg.rf.d4cd4d7336cee96c7c01731c6f3b81cd,1.0,0.35791015625,0.5422740524781341,0.05712890625,0.14431486880466474
8de03901c64a80070048ead3fb0d32bd_jpg.rf.d4cd4d7336cee96c7c01731c6f3b81cd,7.0,0.18408203125,0.15087463556851313,0.06005859375,0.1392128279883382
8de03901c64a80070048ead3fb0d32bd_jpg.rf.d4cd4d7336cee96c7c01731c6f3b81cd,12.0,0.19677734375,0.08965014577259475,0.05126953125,0.11734693877551021
8de03901c64a80070048ead3fb0d32bd_jpg.rf.d4cd4d7336cee96c7c01731c6f3b81cd,8.0,0.16162109375,0.4037900874635568,0.07470703125,0.19606413994169097
8de03901c64a80070048ead3fb0d32bd_jpg.rf.d4cd4d7336cee96c7c01731c6f3b81cd,11.0,0.34375,0.14650145772594753,0.06201171875,0.17784256559766765
8de03901c64a80070048ead3fb0d32bd_jpg.rf.d4cd4d7336cee96c7c01731c6f3b81cd,9.0,0.349609375,0.3301749271137026,0.06005859375,0.1326530612244898
8de03901c64a80070048ead3fb0d32bd_jpg.rf.d4cd4d7336cee96c7c01731c6f3b81cd,9.0,0.16162109375,0.5444606413994169,0.0732421875,0.13411078717201166
8de03901c64a80070048ead3fb0d32bd_jpg.rf.d4cd4d7336cee96c7c01731c6f3b81cd,7.0,0.14306640625,0.6603498542274052,0.0693359375,0.14431486880466474
8de03901c64a80070048ead3fb0d32bd_jpg.rf.d4cd4d7336cee96c7c01731c6f3b81cd,10.0,0.25,0.6683673469387755,0.0546875,0.1129737609329446
8de03901c64a80070048ead3fb0d32bd_jpg.rf.d4cd4d7336cee96c7c01731c6f3b81cd,10.0,0.2587890625,0.4387755102040816,0.0625,0.10787172011661808
8de03901c64a80070048ead3fb0d32bd_jpg.rf.d4cd4d7336cee96c7c01731c6f3b81cd,10.0,0.2578125,0.33819241982507287,0.05029296875,0.11005830903790087
8de03901c64a80070048ead3fb0d32bd_jpg.rf.d4cd4d7336cee96c7c01731c6f3b81cd,10.0,0.27197265625,0.17128279883381925,0.05224609375,0.10860058309037901
8de03901c64a80070048ead3fb0d32bd_jpg.rf.d4cd4d7336cee96c7c01731c6f3b81cd,10.0,0.41259765625,0.08527696793002916,0.048828125,0.10641399416909621
8de03901c64a80070048ead3fb0d32bd_jpg.rf.d4cd4d7336cee96c7c01731c6f3b81cd,10.0,0.41943359375,0.2456268221574344,0.05078125,0.10422740524781342
6179b463c8f503445e213b706d2a4de5_jpg.rf.8882e7b1020797df38ea13e02e43a69c,12.0,0.44775390625,0.5488338192419825,0.05419921875,0.1239067055393586
a932287da44b9dfacd0d16a5c1d27923_jpg.rf.b0950400898d51ce08945ad5c770ab03,9.0,0.1484375,0.7951895043731778,0.06591796875,0.15160349854227406
92992ff9c823e0420bf17e71db9ef4ef_jpg.rf.73292c1560eefbd1a84212b43be8d424,9.0,0.54345703125,0.6559766763848397,0.05908203125,0.14358600583090378
f02d615907c77dc15f02bd1372e4398f_jpg.rf.714211d55651f47944d10b81622f1d39,5.0,0.5537109375,0.7776967930029155,0.06689453125,0.17346938775510204
8ff64b3f770bfe96bdffc629efd16460_jpg.rf.f14ad67cdd66b17692929139aef233d6,9.0,0.85888671875,0.7806122448979592,0.08154296875,0.1260932944606414
a4028b2361ce7ead654a86b07ac39d52_jpg.rf.03a20a2a674a95ceb6c61a5e531e8ca6,6.0,0.64404296875,0.7696793002915452,0.07275390625,0.13848396501457727
a4028b2361ce7ead654a86b07ac39d52_jpg.rf.03a20a2a674a95ceb6c61a5e531e8ca6,6.0,0.84716796875,0.7784256559766763,0.076171875,0.14067055393586006
a4028b2361ce7ead654a86b07ac39d52_jpg.rf.03a20a2a674a95ceb6c61a5e531e8ca6,2.0,0.720703125,0.6370262390670554,0.08984375,0.20408163265306123
a4028b2361ce7ead654a86b07ac39d52_jpg.rf.03a20a2a674a95ceb6c61a5e531e8ca6,5.0,0.5927734375,0.3236151603498542,0.0615234375,0.17565597667638483
a4028b2361ce7ead654a86b07ac39d52_jpg.rf.03a20a2a674a95ceb6c61a5e531e8ca6,4.0,0.67724609375,0.2536443148688047,0.04931640625,0.11443148688046648
a4028b2361ce7ead654a86b07ac39d52_jpg.rf.03a20a2a674a95ceb6c61a5e531e8ca6,4.0,0.623046875,0.5488338192419825,0.05615234375,0.119533527696793
a4028b2361ce7ead654a86b07ac39d52_jpg.rf.03a20a2a674a95ceb6c61a5e531e8ca6,4.0,0.50927734375,0.33746355685131196,0.0478515625,0.10714285714285714
a4028b2361ce7ead654a86b07ac39d52_jpg.rf.03a20a2a674a95ceb6c61a5e531e8ca6,3.0,0.26708984375,0.5408163265306123,0.07177734375,0.14358600583090378
a4028b2361ce7ead654a86b07ac39d52_jpg.rf.03a20a2a674a95ceb6c61a5e531e8ca6,8.0,0.259765625,0.4110787172011662,0.07177734375,0.19970845481049562
a4028b2361ce7ead654a86b07ac39d52_jpg.rf.03a20a2a674a95ceb6c61a5e531e8ca6,10.0,0.25537109375,0.6698250728862973,0.05810546875,0.11078717201166181
a4028b2361ce7ead654a86b07ac39d52_jpg.rf.03a20a2a674a95ceb6c61a5e531e8ca6,12.0,0.17529296875,0.25,0.064453125,0.11734693877551021
a4028b2361ce7ead654a86b07ac39d52_jpg.rf.03a20a2a674a95ceb6c61a5e531e8ca6,10.0,0.26953125,0.08746355685131195,0.0498046875,0.10276967930029154
a4028b2361ce7ead654a86b07ac39d52_jpg.rf.03a20a2a674a95ceb6c61a5e531e8ca6,10.0,0.35400390625,0.17857142857142858,0.05078125,0.10714285714285714
a4028b2361ce7ead654a86b07ac39d52_jpg.rf.03a20a2a674a95ceb6c61a5e531e8ca6,10.0,0.4306640625,0.3425655976676385,0.0498046875,0.11005830903790087
IMG_0298_JPG.rf.388fb04c02f369a0c79a524343fe590c,2.0,0.77490234375,0.3119533527696793,0.0869140625,0.19533527696793002
IMG_0298_JPG.rf.388fb04c02f369a0c79a524343fe590c,12.0,0.73291015625,0.16107871720116618,0.06494140625,0.1377551020408163
IMG_0298_JPG.rf.388fb04c02f369a0c79a524343fe590c,4.0,0.54248046875,0.6632653061224489,0.05517578125,0.11370262390670553
IMG_0298_JPG.rf.388fb04c02f369a0c79a524343fe590c,4.0,0.58642578125,0.34110787172011664,0.060546875,0.1239067055393586
IMG_0298_JPG.rf.388fb04c02f369a0c79a524343fe590c,4.0,0.3466796875,0.43731778425655976,0.0546875,0.12463556851311954
IMG_0298_JPG.rf.388fb04c02f369a0c79a524343fe590c,10.0,0.3544921875,0.5590379008746356,0.06103515625,0.12463556851311954
IMG_0298_JPG.rf.388fb04c02f369a0c79a524343fe590c,10.0,0.259765625,0.34183673469387754,0.06103515625,0.12026239067055394
IMG_0298_JPG.rf.388fb04c02f369a0c79a524343fe590c,8.0,0.16552734375,0.4045189504373178,0.09912109375,0.21428571428571427
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757,1.0,0.740234375,0.15670553935860057,0.04931640625,0.12973760932944606
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757,1.0,0.52197265625,0.32580174927113703,0.04833984375,0.12973760932944606
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757,5.0,0.70751953125,0.4110787172011662,0.05126953125,0.16472303206997085
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757,3.0,0.7705078125,0.29664723032069973,0.07177734375,0.18731778425655976
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757,6.0,0.85009765625,0.782798833819242,0.07275390625,0.13848396501457727
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757,6.0,0.72607421875,0.08309037900874636,0.05224609375,0.11734693877551021
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757,3.0,0.81591796875,0.5451895043731778,0.07177734375,0.13556851311953352
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757,4.0,0.6826171875,0.3425655976676385,0.04248046875,0.10204081632653061
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757,3.0,0.60546875,0.34402332361516036,0.05908203125,0.13629737609329445
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757,4.0,0.654296875,0.09256559766763849,0.0419921875,0.09912536443148688
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757,4.0,0.57666015625,0.17638483965014579,0.04345703125,0.10131195335276968
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757,4.0,0.51416015625,0.26239067055393583,0.0419921875,0.10349854227405247
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757,4.0,0.529296875,0.44752186588921283,0.05078125,0.10422740524781342
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757,4.0,0.74365234375,0.782069970845481,0.0517578125,0.11224489795918367
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757,4.0,0.599609375,0.5451895043731778,0.04736328125,0.10714285714285714
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757,4.0,0.54248046875,0.6661807580174927,0.052734375,0.11005830903790087
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757,9.0,0.3515625,0.3272594752186589,0.05712890625,0.13119533527696792
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757,12.0,0.34716796875,0.7762390670553936,0.06396484375,0.13629737609329445
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757,12.0,0.19775390625,0.09110787172011661,0.04833984375,0.11588921282798834
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757,7.0,0.18603515625,0.15014577259475217,0.0546875,0.14067055393586006
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757,7.0,0.1416015625,0.6618075801749271,0.06494140625,0.14067055393586006
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757,8.0,0.1630859375,0.40816326530612246,0.0712890625,0.1967930029154519
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757,10.0,0.41748046875,0.2456268221574344,0.04345703125,0.10204081632653061
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757,11.0,0.2734375,0.22084548104956267,0.0673828125,0.16545189504373178
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757,10.0,0.4130859375,0.08673469387755102,0.0419921875,0.09766763848396501
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757,10.0,0.27197265625,0.16326530612244897,0.0419921875,0.09620991253644315
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757,10.0,0.26025390625,0.3389212827988338,0.04833984375,0.10131195335276968
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757,10.0,0.2607421875,0.43658892128279886,0.05224609375,0.10860058309037901
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757,10.0,0.248046875,0.6669096209912536,0.04638671875,0.10058309037900874
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757,10.0,0.43115234375,0.5532069970845481,0.04541015625,0.1151603498542274
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757,10.0,0.44970703125,0.7879008746355685,0.0556640625,0.10787172011661808
65ba27557c78850168b1df70a3ce4ff7_jpg.rf.223d0d2c45a4796a00809534807bfea2,6.0,0.845703125,0.782069970845481,0.076171875,0.14067055393586006
65ba27557c78850168b1df70a3ce4ff7_jpg.rf.223d0d2c45a4796a00809534807bfea2,2.0,0.65771484375,0.7427113702623906,0.08056640625,0.20772594752186588
65ba27557c78850168b1df70a3ce4ff7_jpg.rf.223d0d2c45a4796a00809534807bfea2,5.0,0.5927734375,0.32798833819241985,0.0703125,0.1749271137026239
65ba27557c78850168b1df70a3ce4ff7_jpg.rf.223d0d2c45a4796a00809534807bfea2,4.0,0.67578125,0.2529154518950437,0.0498046875,0.10568513119533528
